claim_id,loss_date,type,state,paid_usd
HIST-01078,2023-01-09,uninsured_motorist,FL,13465.65
HIST-01079,2022-04-03,comprehensive,OH,15661.47
HIST-01080,2023-12-11,uninsured_motorist,FL,7924.98
HIST-01081,2022-10-24,uninsured_motorist,IL,7337.05
HIST-01082,2024-10-20,glass,GA,11688.53
HIST-01083,2024-01-17,collision,OH,8441.45
HIST-01084,2022-04-17,glass,PA,17715.42
HIST-01085,2022-09-13,glass,CA,3741.37
HIST-01086,2023-07-10,liability,OH,3330.16
HIST-01087,2023-10-02,glass,NY,8558.99
HIST-01088,2024-08-03,glass,TX,3563.98
HIST-01089,2024-12-18,comprehensive,PA,7678.64
HIST-01090,2023-01-06,uninsured_motorist,NC,16180.47
HIST-01091,2022-08-03,liability,IL,12574.23
HIST-01092,2024-03-23,collision,TX,2409.3
HIST-01093,2023-11-12,collision,GA,12848.11
HIST-01094,2024-09-20,comprehensive,PA,10086.09
HIST-01095,2022-03-11,glass,NY,3253.38
HIST-01096,2022-03-25,collision,PA,5821.89
HIST-01097,2024-08-10,comprehensive,TX,16214.34
HIST-01098,2022-01-20,liability,CA,8472.11
HIST-01099,2023-09-26,collision,NC,15935.57
HIST-01100,2022-04-19,uninsured_motorist,OH,7618.66
HIST-01101,2022-10-20,collision,FL,15926.15
HIST-01102,2023-10-21,glass,FL,1260.97
HIST-01103,2022-01-21,liability,CA,2958.59
HIST-01104,2022-11-19,glass,WA,6227.56
HIST-01105,2022-01-04,uninsured_motorist,NY,3239.5
HIST-01106,2023-10-22,glass,NC,14256.61
HIST-01107,2022-08-24,glass,IL,16794.04
HIST-01108,2022-05-11,liability,PA,14836.66
HIST-01109,2023-09-03,liability,OH,2768.01
HIST-01110,2024-05-11,glass,PA,9633.77
HIST-01111,2024-04-20,collision,TX,10456.06
HIST-01112,2024-09-03,uninsured_motorist,NC,16836.49
HIST-01113,2024-05-14,glass,IL,4970.02
HIST-01114,2024-10-12,comprehensive,NC,10302.36
HIST-01115,2024-12-21,uninsured_motorist,OH,14620.45
HIST-01116,2024-04-23,liability,FL,427.82
HIST-01117,2022-08-21,collision,FL,14472.33
HIST-01118,2023-07-02,liability,IL,10263.31
HIST-01119,2024-04-01,comprehensive,WA,4877.75
HIST-01120,2022-05-10,glass,GA,6101.06
HIST-01121,2022-02-22,liability,IL,7370.47
HIST-01122,2024-10-01,comprehensive,FL,6217.06
HIST-01123,2023-11-16,uninsured_motorist,CA,11763.48
HIST-01124,2023-03-21,uninsured_motorist,GA,16168.34
HIST-01125,2023-07-24,collision,GA,5668.45
HIST-01126,2024-11-11,glass,GA,729.44
HIST-01127,2024-11-11,liability,TX,17465.19
HIST-01128,2023-01-11,uninsured_motorist,GA,15226.34
HIST-01129,2024-10-13,comprehensive,NC,2456.47
HIST-01130,2023-12-28,liability,CA,5178.35
HIST-01131,2022-08-08,liability,OH,14998.45
HIST-01132,2023-04-17,liability,NY,2375.27
HIST-01133,2022-04-03,uninsured_motorist,GA,838.85
HIST-01134,2023-09-05,comprehensive,IL,16656.01
HIST-01135,2024-09-10,liability,NY,13942.87
HIST-01136,2022-09-22,comprehensive,FL,13152.44
HIST-01137,2023-07-23,glass,TX,472.33
HIST-01138,2022-11-28,glass,TX,6265.9
HIST-01139,2022-02-17,liability,CA,10565.05
HIST-01140,2023-11-07,liability,FL,3788.8
HIST-01141,2023-09-11,uninsured_motorist,TX,5198.71
HIST-01142,2022-05-04,collision,NC,10249.41
HIST-01143,2022-04-18,liability,GA,6005.33
HIST-01144,2022-12-26,liability,NC,4708.92
HIST-01145,2022-05-20,liability,GA,8208.2
HIST-01146,2022-01-16,collision,TX,7151.35
HIST-01147,2022-07-13,comprehensive,NC,16086.46
HIST-01148,2024-12-23,uninsured_motorist,NC,6658.99
HIST-01149,2023-04-23,glass,TX,17536.8
HIST-01150,2023-10-05,collision,OH,2111.83
HIST-01151,2023-11-21,uninsured_motorist,OH,4477.82
HIST-01152,2022-03-28,glass,WA,16466.36
HIST-01153,2023-03-23,liability,IL,8377.78
HIST-01154,2022-02-16,collision,IL,8824.28
HIST-01155,2022-05-25,liability,NC,10514.34
HIST-01156,2024-02-13,collision,IL,10188.24
HIST-01157,2022-05-18,uninsured_motorist,PA,10793.43
HIST-01158,2022-10-08,glass,NY,17540.49
HIST-01159,2023-02-11,comprehensive,NC,7988.21
HIST-01160,2023-10-26,liability,GA,12616.74
HIST-01161,2022-11-22,collision,NC,15126.77
HIST-01162,2022-10-20,uninsured_motorist,IL,10169.54
HIST-01163,2023-03-10,uninsured_motorist,TX,10929.36
HIST-01164,2024-10-25,uninsured_motorist,IL,9099.59
HIST-01165,2024-01-03,comprehensive,NY,16015.8
HIST-01166,2024-01-25,comprehensive,NY,8372.35
HIST-01167,2023-07-20,glass,OH,3843.73
HIST-01168,2024-06-10,glass,WA,16565.63
HIST-01169,2023-12-12,collision,NC,542.9
HIST-01170,2024-07-28,comprehensive,WA,1498.43
HIST-01171,2024-01-01,glass,IL,2330.69
HIST-01172,2023-01-08,uninsured_motorist,NC,7339.12
HIST-01173,2023-12-13,uninsured_motorist,PA,8059.34
HIST-01174,2022-11-06,uninsured_motorist,NY,3712.79
HIST-01175,2023-06-27,uninsured_motorist,NY,5477.09
HIST-01176,2024-03-05,collision,TX,11811.65
HIST-01177,2022-12-16,uninsured_motorist,NY,1890.08
HIST-01178,2024-07-28,uninsured_motorist,NC,16773.47
HIST-01179,2024-03-15,glass,PA,10116.08
HIST-01180,2023-07-12,comprehensive,NY,7875.98
HIST-01181,2022-10-16,comprehensive,GA,5138.81
HIST-01182,2024-10-12,collision,CA,10399.43
HIST-01183,2024-06-04,glass,OH,17326.58
HIST-01184,2022-03-24,glass,WA,8582.88
HIST-01185,2022-09-20,collision,FL,8715.15
HIST-01186,2024-11-22,collision,GA,14446.53
HIST-01187,2023-10-02,liability,GA,14102.08
HIST-01188,2023-08-17,uninsured_motorist,NC,13315.14
HIST-01189,2023-06-26,liability,WA,3348.14
HIST-01190,2024-10-24,liability,NC,4983.8
HIST-01191,2024-08-19,comprehensive,NC,1308.51
HIST-01192,2023-12-20,collision,WA,8931.78
HIST-01193,2022-09-03,liability,WA,2732.68
HIST-01194,2023-05-28,liability,CA,13449.15
HIST-01195,2024-03-19,comprehensive,OH,6907.9
HIST-01196,2022-05-26,comprehensive,OH,3582.24
HIST-01197,2024-01-11,collision,NY,10881.58
HIST-01198,2022-08-25,uninsured_motorist,PA,4587.87
HIST-01199,2023-12-21,comprehensive,FL,10568.53
HIST-01200,2023-01-21,liability,TX,1324.41
HIST-01201,2023-07-16,liability,OH,13532.25
HIST-01202,2024-04-13,uninsured_motorist,OH,5022.2
HIST-01203,2024-07-01,liability,OH,7123.27
HIST-01204,2023-09-22,collision,TX,16551.73
HIST-01205,2024-06-28,uninsured_motorist,NC,16557.54
HIST-01206,2023-06-09,liability,TX,4894.05
HIST-01207,2024-07-15,comprehensive,NC,13960.75
HIST-01208,2024-06-22,comprehensive,IL,10037.98
HIST-01209,2024-01-27,collision,CA,7637.98
HIST-01210,2024-02-22,uninsured_motorist,IL,4261.73
HIST-01211,2023-05-07,collision,CA,11301.39
HIST-01212,2022-10-22,comprehensive,NC,11630.26
HIST-01213,2024-02-03,glass,NY,7016.87
HIST-01214,2024-10-26,comprehensive,TX,12643.5
HIST-01215,2023-05-15,collision,OH,16639.44
HIST-01216,2023-07-23,liability,WA,3250.6
HIST-01217,2022-05-25,collision,PA,7239.19
HIST-01218,2022-05-27,liability,NY,8154.12
HIST-01219,2023-04-20,uninsured_motorist,NY,11760.5
HIST-01220,2022-03-18,uninsured_motorist,FL,11205.81
HIST-01221,2022-08-23,liability,TX,1013.55
HIST-01222,2022-10-24,liability,OH,730.26
HIST-01223,2023-03-21,collision,CA,12097.06
HIST-01224,2023-03-23,liability,PA,10513.67
HIST-01225,2024-12-25,uninsured_motorist,OH,8074.61
HIST-01226,2024-02-18,comprehensive,CA,7165.86
HIST-01227,2024-08-04,glass,GA,16856.74
HIST-01228,2023-06-22,liability,PA,1371.43
HIST-01229,2024-02-12,glass,IL,1816.04
HIST-01230,2023-05-21,comprehensive,NY,10158.77
HIST-01231,2023-11-07,liability,PA,16177.71
HIST-01232,2024-12-12,uninsured_motorist,TX,15979.77
HIST-01233,2023-12-07,comprehensive,CA,3798.43
HIST-01234,2024-10-08,uninsured_motorist,PA,1508.67
HIST-01235,2024-11-10,uninsured_motorist,GA,17383.19
HIST-01236,2023-01-02,liability,CA,6343.85
HIST-01237,2024-01-13,collision,FL,14605.03
HIST-01238,2024-09-15,glass,NY,13442.51
HIST-01239,2022-02-02,comprehensive,OH,11907.43
HIST-01240,2023-10-02,comprehensive,NY,652.83
HIST-01241,2024-01-10,collision,OH,11157.58
HIST-01242,2024-02-27,collision,TX,9149.73
HIST-01243,2024-04-03,comprehensive,PA,6337.24
HIST-01244,2024-11-13,liability,TX,17575.02
HIST-01245,2024-09-05,liability,FL,13850.41
HIST-01246,2024-03-11,collision,TX,5220.52
HIST-01247,2023-03-23,liability,GA,3304.11
HIST-01248,2022-10-02,comprehensive,TX,14322.52
HIST-01249,2024-10-13,comprehensive,CA,15881.43
HIST-01250,2022-01-01,comprehensive,TX,12838.65
HIST-01251,2024-05-14,uninsured_motorist,NY,4028.42
HIST-01252,2024-05-17,uninsured_motorist,PA,4610.87
HIST-01253,2022-10-23,collision,NC,3568.01
HIST-01254,2023-10-03,liability,IL,7770.63
HIST-01255,2024-04-07,collision,GA,17591.53
HIST-01256,2024-06-28,glass,GA,4259.26
HIST-01257,2024-11-07,liability,CA,3809.45
HIST-01258,2022-11-28,uninsured_motorist,OH,3503.3
HIST-01259,2024-01-02,liability,WA,4088.78
HIST-01260,2023-06-20,uninsured_motorist,CA,2237.81
HIST-01261,2022-09-06,comprehensive,CA,8937.08
HIST-01262,2022-02-08,uninsured_motorist,NC,10603.81
HIST-01263,2023-04-24,liability,FL,14109.96
HIST-01264,2023-04-04,comprehensive,PA,15710.0
HIST-01265,2023-04-03,uninsured_motorist,NC,8925.58
HIST-01266,2023-03-07,glass,OH,3533.87
HIST-01267,2023-03-15,comprehensive,IL,17569.78
HIST-01268,2022-06-05,collision,NC,1449.87
HIST-01269,2022-02-28,uninsured_motorist,OH,7760.74
HIST-01270,2023-04-10,glass,NY,14296.03
HIST-01271,2024-10-06,glass,GA,15448.07
HIST-01272,2022-07-28,glass,OH,15574.7
HIST-01273,2022-10-16,uninsured_motorist,WA,655.27
HIST-01274,2023-12-28,comprehensive,FL,6160.41
HIST-01275,2024-04-19,comprehensive,NC,16209.23
HIST-01276,2023-01-02,uninsured_motorist,GA,991.72
HIST-01277,2024-07-16,collision,OH,9117.02
HIST-01278,2022-09-25,collision,PA,17118.84
HIST-01279,2022-06-10,comprehensive,TX,680.37
HIST-01280,2024-05-06,uninsured_motorist,NC,13552.25
HIST-01281,2022-08-15,comprehensive,PA,3655.04
HIST-01282,2023-11-15,collision,TX,7173.88
HIST-01283,2024-06-17,collision,WA,7895.88
HIST-01284,2023-12-20,glass,NC,14382.83
HIST-01285,2024-02-20,liability,CA,9459.36
HIST-01286,2024-06-02,collision,PA,6834.4
HIST-01287,2024-01-12,liability,NY,11807.84
HIST-01288,2024-02-18,comprehensive,NY,17670.03
HIST-01289,2022-09-04,uninsured_motorist,NC,15731.91
HIST-01290,2024-04-25,comprehensive,IL,6607.73
HIST-01291,2023-09-22,uninsured_motorist,WA,1358.5
HIST-01292,2023-06-15,uninsured_motorist,GA,9669.61
HIST-01293,2022-08-23,glass,GA,16230.34
HIST-01294,2023-10-12,collision,FL,16097.5
HIST-01295,2023-02-03,uninsured_motorist,NY,5475.36
HIST-01296,2022-02-06,liability,TX,12668.65
HIST-01297,2023-03-28,comprehensive,GA,17157.04
HIST-01298,2022-05-14,glass,NY,8740.73
HIST-01299,2023-08-24,collision,WA,3727.47
HIST-01300,2022-04-27,glass,IL,7645.77
HIST-01301,2023-11-21,liability,OH,10843.09
HIST-01302,2024-09-27,glass,OH,8460.92
HIST-01303,2024-03-26,liability,NY,14291.11
HIST-01304,2022-08-12,liability,CA,3010.75
HIST-01305,2023-08-06,glass,NY,12927.89
HIST-01306,2023-03-06,comprehensive,NY,4587.13
HIST-01307,2022-06-19,comprehensive,OH,4983.17
HIST-01308,2022-04-18,collision,IL,17613.2
HIST-01309,2022-06-15,glass,NY,9792.12
HIST-01310,2022-01-13,uninsured_motorist,NY,17081.09
HIST-01311,2023-03-01,glass,GA,6230.54
HIST-01312,2024-05-16,liability,NC,12137.22
HIST-01313,2024-12-15,liability,TX,13276.87
HIST-01314,2022-03-22,glass,TX,5822.25
HIST-01315,2023-10-27,comprehensive,OH,6690.13
HIST-01316,2023-01-20,comprehensive,NC,9665.24
HIST-01317,2023-04-01,collision,GA,15350.34
HIST-01318,2024-11-03,glass,PA,3822.32
HIST-01319,2023-10-20,glass,CA,16388.67
HIST-01320,2023-07-05,uninsured_motorist,IL,7195.58
HIST-01321,2022-05-12,liability,WA,17604.42
HIST-01322,2024-02-07,uninsured_motorist,PA,14544.86
HIST-01323,2023-03-26,uninsured_motorist,PA,2856.39
HIST-01324,2024-10-03,comprehensive,FL,5736.87
HIST-01325,2024-06-03,glass,PA,1956.69
HIST-01326,2023-11-09,uninsured_motorist,NY,10182.32
HIST-01327,2024-10-25,comprehensive,FL,3673.71
HIST-01328,2023-05-18,uninsured_motorist,CA,14881.27
HIST-01329,2023-10-10,uninsured_motorist,GA,13421.47
HIST-01330,2022-01-26,collision,NY,5023.12
HIST-01331,2024-11-16,collision,WA,7741.96
HIST-01332,2023-12-21,comprehensive,CA,2500.64
HIST-01333,2023-08-03,glass,IL,10626.76
HIST-01334,2024-07-28,liability,OH,17546.95
HIST-01335,2022-06-17,glass,CA,15276.93
HIST-01336,2022-10-02,comprehensive,IL,8514.37
HIST-01337,2024-03-12,comprehensive,CA,5199.0
HIST-01338,2023-11-12,collision,WA,5533.29
HIST-01339,2024-02-17,comprehensive,NY,13858.53
HIST-01340,2024-03-18,liability,IL,14952.07
HIST-01341,2024-05-09,liability,TX,9805.8
HIST-01342,2023-03-01,comprehensive,GA,5352.95
HIST-01343,2023-07-11,comprehensive,TX,4234.62
HIST-01344,2024-04-27,comprehensive,GA,11196.34
HIST-01345,2024-09-23,glass,TX,7745.29
HIST-01346,2022-02-27,comprehensive,CA,8839.52
HIST-01347,2023-12-12,comprehensive,OH,16059.18
HIST-01348,2024-09-25,liability,NY,12894.15
HIST-01349,2022-12-27,collision,FL,2665.37
HIST-01350,2024-03-23,comprehensive,WA,2606.06
HIST-01351,2022-02-14,collision,TX,730.99
HIST-01352,2023-07-02,comprehensive,TX,977.15
HIST-01353,2024-09-19,collision,OH,2493.03
HIST-01354,2023-01-03,liability,CA,13680.08
HIST-01355,2022-10-07,glass,FL,3652.16
HIST-01356,2023-01-03,comprehensive,WA,17098.73
HIST-01357,2023-06-06,glass,NC,4656.08
HIST-01358,2024-02-04,glass,CA,9707.56
HIST-01359,2024-04-10,comprehensive,GA,476.19
HIST-01360,2024-02-07,glass,OH,6849.75
HIST-01361,2024-03-15,collision,NY,15091.46
HIST-01362,2023-07-07,glass,FL,7573.37
HIST-01363,2023-02-15,collision,GA,2792.06
HIST-01364,2023-12-10,glass,CA,1847.56
HIST-01365,2023-02-13,liability,OH,10966.86
HIST-01366,2023-11-27,uninsured_motorist,FL,10148.92
HIST-01367,2023-07-07,collision,OH,16927.84
HIST-01368,2023-03-01,uninsured_motorist,TX,7376.11
HIST-01369,2024-11-22,collision,TX,2923.27
HIST-01370,2023-12-19,collision,NY,1538.9
HIST-01371,2022-06-07,glass,PA,2560.61
HIST-01372,2023-12-16,liability,NC,10848.24
HIST-01373,2024-07-12,uninsured_motorist,NC,17122.44
HIST-01374,2023-09-09,comprehensive,OH,2301.45
HIST-01375,2023-08-16,comprehensive,NY,923.13
HIST-01376,2024-01-27,collision,OH,12334.69
HIST-01377,2022-07-20,liability,NY,5728.45
HIST-01378,2024-02-25,collision,GA,13909.27
HIST-01379,2023-04-10,uninsured_motorist,OH,9284.39
HIST-01380,2024-06-26,glass,GA,711.0
HIST-01381,2022-07-04,uninsured_motorist,OH,5936.24
HIST-01382,2023-08-15,collision,CA,3512.9
HIST-01383,2024-05-23,comprehensive,OH,7979.99
HIST-01384,2023-12-13,uninsured_motorist,TX,10411.85
HIST-01385,2023-11-18,glass,NC,8668.8
HIST-01386,2024-03-17,collision,PA,5035.68
HIST-01387,2024-07-20,liability,WA,6040.5
HIST-01388,2022-10-02,comprehensive,IL,6540.23
HIST-01389,2024-10-01,liability,PA,2113.36
HIST-01390,2023-06-14,liability,CA,12037.82
HIST-01391,2022-04-21,liability,NC,1894.97
HIST-01392,2024-02-28,liability,TX,6341.66
HIST-01393,2022-09-11,collision,OH,11976.71
HIST-01394,2023-10-17,uninsured_motorist,WA,759.08
HIST-01395,2023-10-01,liability,PA,10438.22
HIST-01396,2023-10-04,uninsured_motorist,TX,12559.21
HIST-01397,2022-06-16,glass,IL,3332.64
HIST-01398,2023-06-14,comprehensive,OH,11583.82
HIST-01399,2022-09-07,liability,WA,1236.55
HIST-01400,2024-07-26,comprehensive,NC,13474.83
HIST-01401,2022-12-28,glass,TX,10816.82
HIST-01402,2023-02-19,glass,OH,7917.06
HIST-01403,2023-02-21,liability,GA,14552.63
HIST-01404,2023-11-18,liability,FL,7691.93
HIST-01405,2023-10-17,uninsured_motorist,GA,3578.57
HIST-01406,2022-11-23,glass,NY,10552.44
HIST-01407,2022-11-27,uninsured_motorist,WA,16894.07
HIST-01408,2024-10-28,uninsured_motorist,NC,13188.43
HIST-01409,2022-09-07,liability,OH,3000.29
HIST-01410,2022-12-22,liability,PA,7620.58
HIST-01411,2022-11-07,uninsured_motorist,WA,14897.31
HIST-01412,2024-03-09,glass,FL,7543.24
HIST-01413,2022-03-07,collision,FL,14427.99
HIST-01414,2023-08-16,glass,PA,7827.54
HIST-01415,2022-04-06,liability,NY,912.9
HIST-01416,2023-11-18,comprehensive,CA,17362.65
HIST-01417,2023-01-02,collision,IL,10988.16
HIST-01418,2022-07-12,collision,PA,16999.65
HIST-01419,2024-03-08,collision,NC,13326.86
HIST-01420,2022-09-22,glass,GA,4831.82
HIST-01421,2022-04-20,collision,IL,6195.43
HIST-01422,2024-12-13,comprehensive,PA,4236.95
HIST-01423,2022-03-07,liability,OH,7587.41
HIST-01424,2024-01-16,glass,IL,12713.27
HIST-01425,2022-06-18,uninsured_motorist,OH,12416.2
HIST-01426,2023-03-12,uninsured_motorist,IL,14856.03
HIST-01427,2022-11-20,collision,CA,12556.01
HIST-01428,2024-04-09,glass,PA,5843.13
HIST-01429,2024-06-26,collision,GA,15658.37
HIST-01430,2023-07-01,uninsured_motorist,WA,5695.63
HIST-01431,2022-05-07,comprehensive,OH,11511.81
HIST-01432,2024-07-26,collision,WA,15649.42
HIST-01433,2023-08-24,uninsured_motorist,IL,13025.99
HIST-01434,2022-03-23,liability,GA,1568.06
HIST-01435,2023-10-24,glass,IL,8377.41
HIST-01436,2022-01-21,comprehensive,OH,14321.94
HIST-01437,2022-01-13,comprehensive,WA,5921.5
HIST-01438,2022-02-06,comprehensive,GA,12958.73
HIST-01439,2024-03-28,glass,PA,14350.5
HIST-01440,2023-08-16,comprehensive,WA,3453.23
HIST-01441,2024-06-26,liability,FL,1885.42
HIST-01442,2023-03-13,uninsured_motorist,NC,4350.97
HIST-01443,2022-09-21,glass,FL,16360.47
HIST-01444,2023-04-09,comprehensive,CA,7458.21
HIST-01445,2023-10-09,comprehensive,TX,17261.38
HIST-01446,2022-10-04,collision,GA,8058.79
HIST-01447,2023-11-16,collision,FL,12958.72
HIST-01448,2022-05-10,uninsured_motorist,PA,2691.51
HIST-01449,2022-10-07,liability,FL,7762.63
HIST-01450,2023-03-01,liability,WA,4544.55
HIST-01451,2023-04-12,glass,OH,1909.0
HIST-01452,2023-03-28,liability,PA,12488.6
HIST-01453,2024-07-23,uninsured_motorist,NC,4909.57
HIST-01454,2022-09-02,collision,IL,16786.74
HIST-01455,2023-06-20,glass,CA,494.35
HIST-01456,2024-10-13,liability,PA,12214.21
HIST-01457,2022-09-02,glass,NY,4981.13
HIST-01458,2024-08-11,uninsured_motorist,NY,1977.8
HIST-01459,2024-09-14,comprehensive,WA,2456.42
HIST-01460,2022-03-16,liability,IL,16701.77
HIST-01461,2023-05-20,liability,GA,5908.98
HIST-01462,2022-06-24,uninsured_motorist,NY,10179.87
HIST-01463,2024-11-26,uninsured_motorist,CA,3724.99
HIST-01464,2022-04-06,collision,OH,4979.94
HIST-01465,2024-08-14,collision,OH,1117.93
HIST-01466,2023-12-18,uninsured_motorist,OH,9076.6
HIST-01467,2024-03-04,liability,TX,3985.71
HIST-01468,2023-03-27,comprehensive,GA,14877.26
HIST-01469,2024-11-19,comprehensive,NC,17964.88
HIST-01470,2022-09-25,glass,NY,7728.97
HIST-01471,2022-04-25,uninsured_motorist,TX,16017.67
HIST-01472,2022-05-22,collision,PA,6974.63
HIST-01473,2022-06-05,collision,TX,8500.1
HIST-01474,2024-11-16,uninsured_motorist,WA,10857.99
HIST-01475,2022-06-02,glass,OH,6118.51
HIST-01476,2024-12-26,glass,NY,4120.06
HIST-01477,2022-11-10,liability,CA,13490.88
HIST-01478,2024-10-13,collision,PA,4890.88
HIST-01479,2022-07-03,collision,FL,3267.76
HIST-01480,2023-05-21,comprehensive,TX,5654.42
HIST-01481,2023-12-26,liability,NC,2710.65
HIST-01482,2024-02-27,liability,GA,3917.73
HIST-01483,2023-07-16,liability,NC,10966.0
HIST-01484,2022-07-26,liability,NC,3679.86
HIST-01485,2024-07-03,collision,GA,6414.71
HIST-01486,2023-11-08,comprehensive,OH,9680.11
HIST-01487,2024-09-03,liability,OH,8097.46
HIST-01488,2023-05-05,comprehensive,WA,15211.07
HIST-01489,2024-07-10,glass,CA,10097.5
HIST-01490,2022-09-04,glass,PA,7669.14
HIST-01491,2023-11-24,glass,WA,6656.05
HIST-01492,2024-02-25,glass,CA,2405.26
HIST-01493,2024-08-06,comprehensive,PA,1196.55
HIST-01494,2023-12-10,liability,NC,13144.07
HIST-01495,2024-08-20,liability,IL,17414.27
HIST-01496,2022-04-06,collision,NC,4963.99
HIST-01497,2024-02-14,glass,CA,502.91
HIST-01498,2022-01-06,uninsured_motorist,OH,12575.79
HIST-01499,2024-12-20,uninsured_motorist,WA,11285.59
HIST-01500,2024-06-23,uninsured_motorist,WA,1942.38
HIST-01501,2022-01-07,collision,CA,12650.17
HIST-01502,2022-01-07,uninsured_motorist,NY,11835.42
HIST-01503,2023-11-28,glass,FL,1915.25
HIST-01504,2023-03-16,uninsured_motorist,CA,2449.68
HIST-01505,2022-12-23,uninsured_motorist,OH,8698.21
HIST-01506,2023-10-08,comprehensive,WA,10421.98
HIST-01507,2023-01-11,collision,TX,11495.21
HIST-01508,2024-07-14,uninsured_motorist,NC,10886.78
HIST-01509,2024-05-02,uninsured_motorist,PA,8955.38
HIST-01510,2024-12-20,uninsured_motorist,FL,12971.51
HIST-01511,2024-01-14,glass,IL,10137.3
HIST-01512,2023-11-14,uninsured_motorist,TX,9108.28
HIST-01513,2024-06-15,uninsured_motorist,CA,3239.47
HIST-01514,2024-04-16,liability,OH,4485.01
HIST-01515,2022-10-22,liability,NC,15420.79
HIST-01516,2024-11-15,comprehensive,WA,13124.71
HIST-01517,2023-07-27,liability,OH,14475.69
HIST-01518,2022-10-07,liability,TX,12140.19
HIST-01519,2022-03-07,comprehensive,NC,9062.47
HIST-01520,2023-08-10,comprehensive,FL,10200.22
HIST-01521,2022-06-09,liability,NY,3474.98
HIST-01522,2024-01-26,collision,IL,7978.92
HIST-01523,2024-04-04,glass,FL,8960.03
HIST-01524,2023-06-25,collision,GA,5107.85
HIST-01525,2022-12-28,glass,NC,12182.95
HIST-01526,2024-01-15,uninsured_motorist,TX,17554.01
HIST-01527,2024-10-26,collision,GA,1138.66
HIST-01528,2022-03-21,collision,FL,16433.35
HIST-01529,2022-12-10,uninsured_motorist,GA,9171.68
HIST-01530,2022-03-21,liability,IL,14817.23
HIST-01531,2022-04-15,uninsured_motorist,CA,4717.56
HIST-01532,2023-06-10,glass,NY,1900.12
HIST-01533,2023-12-25,uninsured_motorist,IL,11478.15
HIST-01534,2022-03-25,glass,PA,14255.0
HIST-01535,2022-07-14,uninsured_motorist,OH,17152.39
HIST-01536,2024-11-12,collision,OH,2962.28
HIST-01537,2022-12-26,glass,TX,1892.1
HIST-01538,2023-07-25,comprehensive,PA,1481.84
HIST-01539,2022-11-21,comprehensive,NC,1417.45
HIST-01540,2024-12-26,glass,WA,7779.77
HIST-01541,2024-12-18,liability,IL,16402.46
HIST-01542,2022-05-17,glass,NY,12725.19
HIST-01543,2023-11-07,glass,NC,14274.81
HIST-01544,2024-08-23,liability,PA,14047.05
HIST-01545,2023-02-02,glass,IL,7263.89
HIST-01546,2024-12-05,glass,GA,5397.13
HIST-01547,2022-09-18,liability,GA,6396.48
HIST-01548,2024-03-01,collision,GA,10828.06
HIST-01549,2022-05-24,uninsured_motorist,GA,2343.78
HIST-01550,2022-06-09,glass,IL,2579.11
HIST-01551,2024-02-15,liability,NC,13368.71
HIST-01552,2023-06-08,glass,NC,12977.79
HIST-01553,2024-11-18,glass,FL,6565.93
HIST-01554,2023-11-26,glass,NY,12972.58
HIST-01555,2024-12-08,collision,IL,9489.55
HIST-01556,2022-06-15,collision,NY,12924.87
HIST-01557,2023-02-03,collision,PA,16037.76
HIST-01558,2023-04-15,collision,IL,12312.07
HIST-01559,2023-10-18,glass,PA,15747.46
HIST-01560,2024-08-21,uninsured_motorist,OH,12526.71
HIST-01561,2023-12-14,comprehensive,NY,9301.83
HIST-01562,2023-12-15,comprehensive,GA,15593.58
HIST-01563,2022-12-07,uninsured_motorist,OH,973.89
HIST-01564,2022-09-12,collision,NC,15400.79
HIST-01565,2022-02-12,glass,WA,1108.97
HIST-01566,2022-02-12,liability,IL,5737.38
HIST-01567,2023-01-26,comprehensive,NY,14194.75
HIST-01568,2023-01-10,liability,FL,3622.16
HIST-01569,2024-08-01,collision,GA,6536.22
HIST-01570,2022-07-16,glass,WA,10357.45
HIST-01571,2023-07-16,glass,NY,13810.34
HIST-01572,2024-11-15,uninsured_motorist,OH,3022.09
HIST-01573,2024-06-03,glass,NC,7609.46
HIST-01574,2022-07-11,glass,CA,17262.2
HIST-01575,2023-12-09,collision,NY,12846.87
HIST-01576,2024-11-26,liability,GA,11754.81
HIST-01577,2024-09-03,comprehensive,NC,9936.28
HIST-01578,2022-10-17,comprehensive,OH,9246.44
HIST-01579,2022-02-22,glass,NY,17337.83
HIST-01580,2023-04-08,glass,OH,1889.8
HIST-01581,2024-10-11,uninsured_motorist,NC,1191.71
HIST-01582,2022-06-14,comprehensive,PA,823.4
HIST-01583,2024-06-13,liability,TX,2417.75
HIST-01584,2022-09-06,liability,NY,3614.97
HIST-01585,2022-03-10,uninsured_motorist,NY,1436.88
HIST-01586,2023-03-01,collision,WA,7262.94
HIST-01587,2023-03-14,liability,WA,7009.03
HIST-01588,2022-01-07,comprehensive,NC,10714.11
HIST-01589,2023-09-25,glass,PA,17108.68
HIST-01590,2023-01-11,uninsured_motorist,GA,7564.55
HIST-01591,2023-01-14,comprehensive,CA,5137.21
HIST-01592,2024-11-04,comprehensive,GA,11867.3
HIST-01593,2022-05-19,uninsured_motorist,OH,1876.79
HIST-01594,2024-09-07,comprehensive,IL,9911.74
HIST-01595,2022-04-18,uninsured_motorist,GA,8350.66
HIST-01596,2022-08-27,glass,WA,11893.84
HIST-01597,2022-01-02,uninsured_motorist,WA,10922.47
HIST-01598,2024-07-12,comprehensive,NC,15196.04
